,GSM461176_untreated_single,GSM461177_untreated_paired,GSM461178_untreated_paired,GSM461179_treated_single,GSM461180_treated_paired,GSM461181_treated_paired,GSM461182_untreated_single
FBgn0032586,6939,4690,4930,6411,4943,6508,4345
FBgn0032587,5770,4047,3148,4482,2856,3512,2850
FBgn0263555,8,4,5,9,1,3,9
FBgn0086038,30,19,7,17,8,12,16
FBgn0266894,6,7,2,7,2,0,4
FBgn0266895,4,2,1,5,3,0,3
FBgn0051816,30,11,31,51,12,18,21
FBgn0259735,22534,14927,11270,16683,11914,14698,8198
FBgn0032588,2,1,0,5,0,0,0
FBgn0051815,130,90,30,124,47,38,17
FBgn0032590,188,150,93,234,65,89,33
FBgn0265000,9,7,2,6,1,4,2
FBgn0032593,17,9,9,14,3,4,4
FBgn0001185,941,534,580,878,545,795,534
FBgn0262191,0,0,0,0,0,0,0
FBgn0261278,1913,1160,1309,2572,1809,2240,1145
FBgn0267347,906,376,365,876,469,488,340
FBgn0051807,14,6,6,26,11,8,3
FBgn0053552,8,4,4,11,2,4,2
FBgn0266310,0,1,1,2,0,0,0
FBgn0262430,0,0,0,0,0,0,0
FBgn0262386,0,0,0,0,0,0,0
FBgn0262452,0,0,0,0,0,0,0
FBgn0262413,0,0,0,0,0,0,0
FBgn0263744,2,0,2,3,2,0,3
FBgn0263745,221,144,90,249,142,132,159
FBgn0062978,66,31,32,21,11,13,27
FBgn0086907,6,0,2,1,5,3,1
FBgn0000409,8930,4980,6020,6786,5611,7013,5371
FBgn0027779,3480,2716,3061,3336,2692,3502,2639
FBgn0262438,0,0,0,0,0,0,0
FBgn0263746,84,53,52,72,24,42,68
FBgn0051812,68,40,33,84,29,39,34
FBgn0032595,0,0,0,0,0,0,0
FBgn0032596,2204,1064,1388,2599,1663,1955,1681
FBgn0032597,1221,788,971,1436,888,1252,737
FBgn0015391,6299,4023,3894,6209,4210,4967,3717
FBgn0032598,400,267,289,780,681,752,258
FBgn0261068,744,445,569,926,624,706,588
FBgn0032600,3617,2496,2079,3217,2086,2284,2076
FBgn0032601,436,364,376,350,185,286,582
FBgn0032602,29,21,18,37,11,18,12
FBgn0264695,56,42,45,59,32,24,27
FBgn0000406,793,526,722,159,112,188,241
FBgn0032603,560,353,379,406,295,268,318
FBgn0040262,130,71,71,121,74,96,82
FBgn0040261,10,4,0,7,2,4,1
FBgn0040260,761,506,509,624,379,465,358
FBgn0032609,2,0,1,1,4,2,2
FBgn0086673,5,10,9,11,4,3,1
FBgn0004797,464,288,240,365,171,167,256
FBgn0022213,5753,3492,3312,7149,4353,4815,3741
FBgn0051739,5080,3155,3012,4564,3007,3657,3065
FBgn0032612,18,0,4,33,0,3,10
FBgn0032613,1087,643,628,1189,530,730,940
FBgn0266491,0,0,0,0,0,0,0
FBgn0266492,1,0,0,0,0,0,0
FBgn0032614,4,0,4,11,2,4,2
FBgn0051810,0,0,0,0,0,0,0
FBgn0051809,0,0,0,0,0,0,0
FBgn0032615,0,0,0,0,0,0,0
FBgn0264440,0,0,0,0,0,0,0
FBgn0051781,3,1,2,7,1,2,2
FBgn0052832,0,0,2,2,0,0,0
FBgn0032618,0,0,0,0,0,0,0
FBgn0085342,0,0,0,0,0,0,0
FBgn0040985,3182,1477,1633,3090,1851,2373,1745
FBgn0261671,9826,6993,5845,8473,6165,6597,6296
FBgn0265542,12,7,13,15,10,5,5
FBgn0260758,17,17,18,30,22,10,16
FBgn0051805,7,2,8,12,4,3,4
FBgn0032620,655,298,317,663,336,425,360
FBgn0026150,1542,1078,1114,2080,1507,1807,1070
FBgn0262355,0,0,0,0,0,0,0
FBgn0265543,0,0,0,0,0,0,0
FBgn0266823,0,0,0,0,0,0,0
FBgn0053179,1,0,1,4,0,0,0
FBgn0265579,0,0,0,0,0,0,0
FBgn0265581,0,0,0,3,1,0,0
FBgn0051806,0,0,0,0,0,0,0
FBgn0266896,0,0,0,0,0,0,0
FBgn0266897,0,0,0,1,0,0,0
FBgn0032624,1,0,0,0,0,0,0
FBgn0267018,1,0,0,0,0,0,1
FBgn0264346,0,0,0,0,0,0,0
FBgn0032625,0,0,0,0,0,0,0
FBgn0264367,0,1,0,0,0,0,0
FBgn0032626,0,1,0,3,0,0,0
FBgn0267004,0,0,0,0,0,0,0
FBgn0051784,2,0,0,3,0,0,0
FBgn0083942,0,0,0,0,0,0,0
FBgn0265607,0,0,0,0,0,0,0
FBgn0085198,0,0,0,0,0,0,0
FBgn0265544,0,0,0,0,0,0,0
FBgn0045487,4,0,0,4,0,0,0
FBgn0045486,0,0,1,2,0,0,0
FBgn0045485,0,0,0,1,0,0,0
FBgn0046888,2,0,0,0,0,0,0
FBgn0032629,9,2,2,13,9,6,4
FBgn0265546,0,0,0,0,0,0,0
FBgn0265545,0,0,0,1,0,0,0
FBgn0267293,0,0,0,1,0,0,0
FBgn0032631,0,0,0,1,0,0,0
FBgn0032632,0,0,0,2,1,0,0
FBgn0085199,0,0,0,0,0,0,0
FBgn0267260,0,0,0,0,0,0,0
FBgn0267255,1,0,1,1,1,0,0
FBgn0265270,1,0,1,0,0,0,0
FBgn0265445,0,0,0,0,0,0,0
FBgn0265446,0,0,0,2,0,0,0
FBgn0051804,1,0,0,2,0,0,0
FBgn0032633,5449,3363,3306,4964,3305,3998,3437
FBgn0020503,3245,1911,1547,2901,1441,1610,1529
FBgn0032634,1183,367,515,1097,526,611,501
FBgn0032635,942,654,698,1304,1033,1242,535
FBgn0051803,9,7,6,13,11,14,7
FBgn0011274,2158,1082,1112,1146,771,822,1280
FBgn0265582,1,1,0,2,0,0,0
FBgn0032636,2,2,0,1,0,2,1
FBgn0053928,1,4,0,8,2,2,1
FBgn0260632,4467,2591,2553,3287,2188,2970,2962
FBgn0032637,85,52,39,95,60,55,60
FBgn0032638,308,198,200,138,82,82,289
FBgn0032639,9,4,5,19,0,8,10
FBgn0000183,5155,3354,3395,5035,3517,4248,3365
FBgn0032640,3818,2587,2884,3577,2926,3775,2489
FBgn0027885,5061,2755,2697,5936,3384,4099,2850
FBgn0024689,1533,973,1070,1500,1198,1411,956
FBgn0032642,666,294,413,506,332,479,390
FBgn0032643,10013,7743,8161,10265,8825,11417,6188
FBgn0032644,419,228,316,390,269,337,347
FBgn0262857,0,0,0,0,0,0,0
FBgn0263654,1,0,0,1,0,0,0
FBgn0262856,0,0,0,0,0,0,1
FBgn0003187,17,12,10,28,19,31,12
FBgn0267279,0,0,0,0,0,0,0
FBgn0032645,2,0,2,6,2,6,1
FBgn0032646,1558,961,1024,1305,1076,1339,977
FBgn0013810,738,527,542,1142,705,757,574
FBgn0032647,36,26,43,85,32,35,33
FBgn0032648,4,6,2,7,8,2,2
FBgn0032649,2,0,0,3,0,0,2
FBgn0262996,0,0,0,1,0,0,0
FBgn0267261,0,3,2,0,0,0,0
FBgn0032650,1,0,0,1,0,0,0
FBgn0267579,4,0,0,4,0,1,0
FBgn0262398,0,0,0,0,0,0,0
FBgn0262400,0,0,0,0,0,0,0
FBgn0266898,1,0,0,0,0,0,0
FBgn0267262,1,0,0,0,0,0,0
FBgn0266586,2,0,0,1,0,1,0
FBgn0266587,0,0,0,0,0,0,0
FBgn0265584,0,0,0,0,0,0,0
FBgn0032651,1,0,0,1,1,0,0
FBgn0265583,0,0,0,0,0,0,0
FBgn0032652,8,4,5,9,6,4,2
FBgn0261089,57,42,33,55,29,35,25
FBgn0265585,1,0,0,1,0,0,0
FBgn0265586,1,0,0,5,1,0,0
FBgn0032654,2,0,1,0,0,0,0
FBgn0262356,1,0,0,1,0,0,0
FBgn0267263,1,0,0,0,0,0,0
FBgn0015609,40,30,21,43,35,49,14
FBgn0262876,0,0,0,2,0,0,0
FBgn0262018,5,4,4,11,5,0,0
FBgn0263338,2,0,0,0,0,0,0
FBgn0262017,0,0,0,2,0,0,0
FBgn0263339,0,0,0,0,0,0,0
FBgn0266871,0,0,0,0,0,0,0
FBgn0266872,3,0,0,0,0,0,0
FBgn0262960,2,0,0,0,0,0,0
FBgn0262963,1,0,0,0,0,0,0
FBgn0265549,0,0,0,1,0,0,0
FBgn0265548,0,0,0,1,0,0,0
FBgn0265547,0,0,0,1,0,0,0
FBgn0023096,80,37,29,95,33,45,38
FBgn0032656,1070,641,559,933,526,708,537
FBgn0032658,2,0,0,5,0,0,0
FBgn0051742,0,0,0,0,0,0,0
FBgn0265992,0,0,0,0,1,1,0
FBgn0265815,1,0,0,0,0,0,0
FBgn0265816,0,0,0,0,0,0,0
FBgn0040989,2,0,1,1,0,0,0
FBgn0261531,0,0,0,0,0,0,1
FBgn0261357,0,0,0,0,0,0,0
FBgn0261358,0,0,0,0,0,0,0
FBgn0051740,1,0,1,1,1,0,0
FBgn0032660,1,2,2,1,0,0,1
FBgn0243486,8,0,2,7,3,8,1
FBgn0000120,4,0,0,2,0,0,0
FBgn0002939,25,8,10,8,6,6,9
FBgn0051741,3,0,0,2,0,0,1
FBgn0032663,2,0,0,0,0,0,0
FBgn0032664,1,0,0,1,0,0,0
FBgn0265669,0,0,0,0,0,0,0
FBgn0032665,1,0,0,3,0,0,0
FBgn0032666,24,19,14,31,14,25,10
FBgn0051785,2,0,0,4,0,0,0
FBgn0001301,1844,1472,1343,2160,1615,1862,1364
FBgn0041184,1430,1178,994,1539,1039,1387,802
FBgn0265671,2,1,0,1,0,0,1
FBgn0032668,13,6,7,21,9,8,10
FBgn0032669,3,0,2,6,2,1,0
FBgn0032670,107,58,78,156,91,92,110
FBgn0032671,459,208,248,460,274,342,235
FBgn0261804,16,1,8,11,3,3,2
FBgn0267486,2,0,2,9,0,1,0
FBgn0266205,0,0,0,0,0,0,0
FBgn0263332,0,0,0,1,1,0,0
FBgn0051802,1,0,0,1,1,0,0
FBgn0263325,0,0,0,1,0,0,0
FBgn0263327,0,0,0,0,0,0,0
FBgn0051788,1,0,0,1,0,0,0
FBgn0266206,0,0,0,2,0,0,0
FBgn0266207,1,0,1,0,0,0,0
FBgn0051787,0,0,0,0,0,0,0
FBgn0265907,0,0,0,0,0,0,0
FBgn0263094,0,0,0,0,0,0,0
FBgn0265904,1,0,0,1,0,0,0
FBgn0261057,0,0,0,1,0,0,0
FBgn0263090,0,0,0,0,0,0,0
FBgn0032677,0,0,1,6,0,0,0
FBgn0263085,0,0,0,1,0,0,0
FBgn0263086,1,0,0,0,0,0,0
FBgn0265905,0,0,0,0,0,0,0
FBgn0265906,1,2,0,0,2,0,0
FBgn0267285,2,0,0,1,0,0,0
FBgn0265682,0,0,2,0,0,0,0
FBgn0000636,123,74,80,96,58,73,54
FBgn0011559,2,0,1,2,2,4,2
FBgn0085200,2,0,0,1,0,0,0
FBgn0265679,0,0,0,0,0,0,0
FBgn0265680,0,0,1,1,0,0,0
FBgn0265681,0,0,0,1,0,0,0
FBgn0261597,78094,54630,68721,53297,58261,68948,41056
FBgn0086707,5291,2960,2793,4322,2566,3251,2110
FBgn0032679,6545,4022,3951,5640,4072,5017,3626
FBgn0032680,7,0,3,3,2,0,3
FBgn0263049,1,0,0,2,0,0,0
FBgn0262463,0,0,0,0,0,0,0
FBgn0262406,0,0,0,0,0,0,0
FBgn0262456,0,0,0,0,0,0,0
FBgn0032681,118,78,66,144,95,135,33
FBgn0032682,3,0,0,0,0,1,1
FBgn0032683,2117,1305,1087,2027,1162,1252,1304
FBgn0032684,15,6,18,15,7,8,4
FBgn0032685,30,18,22,42,15,19,7
FBgn0266208,4,2,2,4,0,0,1
FBgn0085370,6275,4801,3889,6729,4481,5587,3968
FBgn0032688,1302,732,821,1091,851,835,790
FBgn0003270,0,0,0,0,0,0,0
FBgn0032689,2669,1620,1623,2520,1610,1811,1675
FBgn0051789,22,4,12,34,15,22,16
FBgn0032690,2067,1295,1232,2000,1317,1647,1124
FBgn0032691,824,440,490,918,592,720,470
FBgn0032692,7,2,6,9,8,8,2
FBgn0032694,3826,2496,2378,3404,2490,2922,2422
FBgn0032693,144,114,104,139,61,44,64
FBgn0086200,245,118,130,347,188,190,148
FBgn0263079,53,48,39,67,53,53,52
FBgn0263078,6,4,3,8,2,0,1
FBgn0261349,58,20,31,48,33,16,20
FBgn0086681,71,34,31,47,18,27,32
FBgn0086909,385,246,234,481,276,337,310
FBgn0015553,486,239,239,418,247,271,242
FBgn0005617,3274,1820,1722,2308,1551,1838,1512
FBgn0032698,1007,562,553,576,417,572,501
FBgn0032699,3229,1835,1862,3560,2288,3010,1635
FBgn0032700,618,353,461,552,389,562,465
FBgn0032701,1193,703,748,863,641,903,665
FBgn0032702,3272,1994,2002,3006,2048,2380,2297
FBgn0032703,517,248,281,488,255,344,274
FBgn0032704,5229,2533,2868,4451,2635,3280,3172
FBgn0025608,3175,2072,2226,2572,2032,2684,1810
FBgn0032705,803,609,495,691,544,624,554
FBgn0032706,14,6,3,7,5,6,4
FBgn0032707,12,6,6,10,10,11,3
FBgn0265993,0,2,0,0,0,1,0
FBgn0265994,0,0,0,1,0,0,0
FBgn0261806,1,0,0,1,0,0,1
FBgn0032709,0,0,0,0,0,0,0
FBgn0045852,5518,3454,3158,2847,2289,2546,2532
FBgn0264348,11,2,0,6,2,2,3
FBgn0266209,4,2,9,8,2,4,1
FBgn0264362,2,0,0,0,1,0,0
FBgn0264365,0,0,2,2,1,0,0
FBgn0040992,0,0,0,0,0,0,0
FBgn0260228,0,0,0,0,0,0,0
FBgn0040993,0,0,0,0,0,0,0
FBgn0259201,0,0,0,0,0,0,0
FBgn0027074,2,0,2,4,2,0,2
FBgn0032713,7,14,10,12,6,8,13
FBgn0027070,68,29,36,72,43,76,20
FBgn0032715,264,233,302,204,238,371,180
FBgn0015808,1032,882,1096,965,1010,1347,731
FBgn0032717,5188,2729,2487,3470,2238,2681,1855
FBgn0051752,3,0,2,1,0,0,1
FBgn0053120,113,33,43,118,50,48,54
FBgn0032719,49,23,40,63,30,58,26
FBgn0032721,1866,1120,1326,2026,1439,1650,1296
FBgn0032720,233,148,168,237,160,212,122
FBgn0003896,6,0,1,3,3,0,1
FBgn0263568,0,0,0,0,0,0,0
FBgn0265950,1,0,0,0,0,0,0
FBgn0265952,2,0,0,2,0,0,1
FBgn0265951,0,0,1,0,0,0,0
FBgn0032723,1128,618,538,1203,599,729,491
FBgn0265953,0,1,0,0,0,0,0
FBgn0262095,3,0,0,1,1,0,0
FBgn0032724,614,286,395,588,315,400,347
FBgn0032725,822,213,287,885,345,382,324
FBgn0032726,95,62,58,36,48,48,24
FBgn0265954,1,4,1,1,2,2,1
FBgn0032727,435,304,331,367,252,328,251
FBgn0015772,1599,957,1003,1360,960,1103,883
FBgn0032728,495,224,253,513,230,240,315
FBgn0032729,604,399,519,485,353,434,439
FBgn0032730,45,20,34,55,26,33,25
FBgn0032731,8991,5111,4915,8834,5754,6928,3486
FBgn0032732,360,157,224,272,187,248,223
FBgn0032733,7,0,9,6,3,1,5
FBgn0032734,2,0,1,2,0,0,0
FBgn0046302,6,3,0,7,6,3,8
FBgn0051792,12,4,10,18,8,4,6
FBgn0051793,796,500,572,743,546,653,438
FBgn0086710,18400,12037,16162,15551,12327,16037,11856
FBgn0086039,5,0,2,9,4,4,5
FBgn0028569,1,0,0,2,0,0,0
FBgn0266830,0,1,0,0,0,0,0
FBgn0265073,2,0,0,0,0,0,0
FBgn0032740,0,0,1,2,0,0,0
FBgn0263838,0,0,1,0,0,0,0
FBgn0032741,2,2,6,2,0,3,0
FBgn0001202,1342,884,1035,1368,911,1144,947
FBgn0051800,360,151,180,330,186,204,180
FBgn0086442,4672,3678,3533,4199,3757,4560,3067
FBgn0002022,2363,1535,1793,2141,1721,2176,1679
FBgn0032744,138,126,119,237,127,143,88
FBgn0263198,3656,2228,2075,2918,2148,2636,1785
FBgn0032746,820,307,357,681,383,526,337
FBgn0002021,485,314,325,513,353,483,318
FBgn0261396,3797,2514,2708,4002,3135,4036,2587
FBgn0032748,3908,2475,2211,2715,2143,2743,2093
FBgn0032749,6,0,8,14,6,1,5
FBgn0032750,210,120,136,233,175,237,183
FBgn0032752,141,81,93,161,135,136,86
FBgn0032751,0,0,0,0,0,0,0
FBgn0032753,4,0,4,3,4,2,3
FBgn0053315,0,2,0,0,2,0,0
FBgn0032754,10,4,2,9,12,2,1
FBgn0002023,17,2,8,7,2,6,2
FBgn0032755,0,0,0,0,0,0,0
FBgn0263982,0,0,0,0,0,0,0
FBgn0266210,1,0,0,1,2,2,0
FBgn0000075,6,4,4,4,4,2,1
FBgn0002036,112,76,103,114,85,124,97
FBgn0000422,14,10,10,20,5,17,6
FBgn0002031,4805,4099,4483,5614,5230,6262,3844
FBgn0086444,1344,863,938,1091,991,1262,804
FBgn0086445,563,296,358,541,411,525,362
FBgn0086443,7261,5968,6433,6650,5983,7332,6220
FBgn0086446,702,431,608,744,567,790,495
FBgn0086447,262,83,92,245,116,137,115
FBgn0010300,11689,8275,6718,7992,5898,7044,6523
FBgn0266312,62,47,34,49,53,47,39
FBgn0032763,196,112,139,205,130,188,122
FBgn0265263,1,0,0,1,0,0,0
FBgn0267726,1,0,0,4,2,0,0
FBgn0010097,123,86,100,229,210,318,97
FBgn0010309,578,486,525,651,596,709,426
FBgn0015380,3,6,5,14,8,14,1
FBgn0265078,0,0,0,0,0,0,0
FBgn0051797,9,0,2,2,1,0,0
FBgn0265080,0,0,0,1,0,0,0
FBgn0265079,1,0,0,2,0,0,0
FBgn0032768,1,0,0,1,0,0,0
FBgn0032769,0,0,0,2,1,0,0
FBgn0267264,2,2,1,2,0,0,1
FBgn0266796,0,0,0,0,0,0,0
FBgn0024245,487,280,303,471,332,402,378
FBgn0032770,2,0,0,7,4,12,0
FBgn0032771,12,0,1,11,0,0,0
FBgn0032772,180,128,117,233,197,195,121
FBgn0032773,4158,2968,3267,4157,3498,4519,3308
FBgn0032774,559,502,495,397,384,538,304
FBgn0032775,5882,4898,5054,3920,3189,3707,5647
FBgn0051798,62,43,42,42,27,35,92
FBgn0041789,6764,4335,4271,6082,4959,6221,4349
FBgn0065096,0,0,0,0,0,0,0
FBgn0016675,11,3,2,14,9,6,3
FBgn0053532,3,8,7,3,2,5,6
FBgn0053533,12,2,5,12,2,8,8
FBgn0032779,3967,3310,3297,3419,2932,3842,2970
FBgn0032780,36,21,31,27,22,30,21
FBgn0032781,2071,1808,1889,2016,2137,2659,1435
FBgn0032782,574,456,431,414,376,445,431
FBgn0032783,157,146,146,128,94,151,100
FBgn0003346,2458,1566,1723,2386,1746,2335,1706
FBgn0024230,596,289,351,509,278,367,344
FBgn0003732,10901,6970,6620,12647,8644,9617,7115
FBgn0032785,569,303,322,363,181,259,288
FBgn0000964,1,0,4,10,1,0,1
FBgn0267286,1,0,3,2,0,4,1
FBgn0267287,2,0,2,0,0,0,0
FBgn0264391,0,0,0,2,1,0,0
FBgn0032787,429,226,322,505,278,333,262
FBgn0032788,9,3,4,3,2,2,4
FBgn0032789,6,2,2,9,4,5,5
FBgn0032790,319,170,200,290,222,251,176
FBgn0032791,126,85,73,154,93,111,67
FBgn0032793,677,340,482,762,559,693,395
FBgn0002044,5739,3818,3542,4732,3676,4110,3019
FBgn0040268,4109,2635,2689,3458,2488,3092,2347
FBgn0032796,1418,924,957,1110,812,909,724
FBgn0032797,60,46,69,63,54,69,30
FBgn0263095,20,4,19,24,23,21,6
FBgn0032798,144,96,97,177,144,147,48
FBgn0032799,1337,744,891,1187,901,1061,749
FBgn0032800,330,311,317,395,374,429,307
FBgn0032801,472,297,257,511,262,384,299
FBgn0053116,1453,962,901,1555,1003,1291,1112
FBgn0051697,12,11,7,15,10,9,5
FBgn0267011,3,0,0,1,1,0,2
FBgn0032803,11,6,8,10,2,10,7
FBgn0032804,0,0,0,2,2,0,0
FBgn0003231,6725,3991,4085,5259,3489,4625,3338
FBgn0032805,321,168,164,560,282,293,297
FBgn0041180,18552,12139,13101,13844,10057,11450,13679
FBgn0264845,88,23,44,37,24,17,64
FBgn0032809,16,12,10,9,11,12,13
FBgn0032810,157,64,67,180,132,147,48
FBgn0005672,9852,5634,5559,8239,5323,6881,5199
FBgn0262460,15,9,2,6,8,4,13
FBgn0262377,2,2,3,4,2,1,5
FBgn0262449,0,1,0,4,0,0,2
FBgn0027949,2309,1442,1553,3011,2578,3057,1325
FBgn0032811,448,258,327,419,339,364,288
FBgn0032812,1023,884,737,847,896,956,579
FBgn0032813,54,48,45,55,39,60,49
FBgn0032814,816,584,498,755,584,776,532
FBgn0000464,3288,2351,1938,2901,2136,2423,1800
FBgn0266313,5,0,2,9,0,3,0
FBgn0266314,0,0,0,1,0,0,0
FBgn0005590,1,0,2,3,0,0,1
FBgn0032815,3701,1920,1999,3145,1690,2031,1823
FBgn0032816,581,205,325,554,354,428,285
FBgn0266211,37,26,22,54,41,45,24
FBgn0032817,5779,4011,3237,4552,3412,3734,3238
FBgn0032818,611,420,490,693,537,624,376
FBgn0032819,585,422,467,507,405,546,387
FBgn0032820,535,346,388,740,545,694,299
FBgn0000529,2,0,0,4,1,4,2
FBgn0032821,4405,3238,2819,4227,3385,3866,2510
FBgn0032822,153,59,96,149,74,110,110
FBgn0004811,1510,903,962,1370,982,1241,907
FBgn0263873,2067,1522,1260,885,793,762,857
FBgn0003931,0,1,0,4,0,0,0
FBgn0043022,0,0,0,0,1,0,0
FBgn0003923,1,0,0,0,0,0,0
FBgn0032824,1,0,0,2,0,2,1
FBgn0003922,0,0,0,0,0,0,0
FBgn0043021,0,0,0,0,0,0,0
FBgn0032827,6,1,0,2,2,0,1
FBgn0262543,2,0,2,1,4,4,1
FBgn0044811,1,0,0,0,0,0,0
FBgn0053117,0,0,0,0,0,0,1
FBgn0264376,5,0,0,1,1,0,0
FBgn0264375,0,0,0,3,0,0,0
FBgn0266693,5,2,3,3,3,3,3
FBgn0032833,5175,4925,5102,5837,5393,6532,4505
FBgn0054051,2,0,0,2,0,3,0
FBgn0262140,1,0,0,1,0,0,0
FBgn0032834,1,0,0,0,0,0,0
FBgn0032835,5,1,2,4,4,7,1
FBgn0267265,0,0,0,0,0,0,0
FBgn0032836,15,0,0,38,0,0,0
FBgn0042129,0,0,0,1,0,0,0
FBgn0014000,2,2,0,0,2,0,1
FBgn0264443,3,0,2,6,1,2,1
FBgn0263611,1,0,0,0,0,0,0
FBgn0266213,0,0,0,1,0,0,0
FBgn0032839,14,6,8,7,16,12,4
FBgn0032840,3,0,2,0,3,4,0
FBgn0014127,1784,1202,1196,2201,1476,1710,1181
FBgn0019686,1498,935,1017,1610,1019,1306,890
FBgn0003978,984,755,740,799,788,896,666
FBgn0045064,1326,782,825,1177,783,872,834
FBgn0266212,2,2,0,4,1,1,1
FBgn0032843,56,24,49,64,38,44,55
FBgn0003141,992,375,463,755,453,561,464
FBgn0004374,1425,1242,1254,1373,1287,1521,1115
FBgn0263773,639,306,306,425,213,278,216
FBgn0032845,220,114,186,208,133,134,143
FBgn0032846,380,261,283,400,296,325,267
FBgn0032847,1290,481,682,1137,646,692,535
FBgn0032848,1446,1195,1209,1509,1367,1642,1297
FBgn0032849,551,353,409,582,445,477,377
FBgn0032850,5,2,0,1,1,2,2
FBgn0032851,0,0,0,0,2,0,0
FBgn0032853,1,0,0,1,0,0,0
FBgn0259996,4,0,1,3,0,1,0
FBgn0058172,0,0,0,0,0,0,0
FBgn0250817,0,0,1,0,0,0,0
FBgn0259998,1,0,1,1,3,3,0
FBgn0260000,13,6,8,4,3,0,10
FBgn0040996,0,0,0,2,0,0,0
FBgn0263333,0,0,0,3,3,1,0
FBgn0003475,5297,4262,3324,5078,4246,5246,2893
FBgn0263581,10,9,11,25,22,12,6
FBgn0011638,7552,4736,5162,6215,4606,5835,4041
FBgn0015803,3950,2653,2378,3242,2358,2979,2331
FBgn0086040,0,0,0,1,0,0,0
FBgn0026756,0,0,0,2,4,0,0
FBgn0032856,8,0,3,4,0,2,2
FBgn0032857,13,2,10,13,15,12,6
FBgn0032858,539,318,341,488,346,446,310
FBgn0032859,8341,4921,4871,6012,3487,4159,5397
FBgn0083038,2,0,0,2,0,0,2
FBgn0083026,0,0,0,0,0,0,0
FBgn0083037,3,0,0,1,0,0,0
FBgn0083036,3,0,1,1,0,0,0
FBgn0083025,1,0,0,0,0,0,0
FBgn0083035,2,0,0,0,0,0,1
FBgn0083024,0,0,0,2,0,0,0
FBgn0083034,2,0,0,1,0,0,1
FBgn0083023,0,0,0,2,0,0,2
FBgn0083033,6,0,1,3,1,0,3
FBgn0083032,2,1,1,0,1,0,2
FBgn0083022,0,0,3,0,1,2,2
FBgn0083031,1,1,1,0,0,0,0
FBgn0083021,0,1,0,1,0,0,0
FBgn0083030,1,0,0,0,0,1,0
FBgn0083020,2,1,0,2,0,1,1
FBgn0083029,3,1,0,1,0,0,3
FBgn0032860,3,1,1,1,0,0,1
FBgn0263355,1744,1358,1161,1323,1133,1072,1037
FBgn0263582,18,17,10,18,11,8,12
FBgn0051683,1,2,6,1,3,4,1
FBgn0051687,61,64,75,45,59,81,98
FBgn0042175,102,46,70,103,98,114,193
FBgn0032863,629,411,441,567,575,749,422
FBgn0032864,19500,12843,14339,14118,12834,16513,10070
FBgn0266315,0,0,0,0,0,0,0
FBgn0262878,1,0,0,0,0,0,0
FBgn0262879,2,0,1,1,1,0,0
FBgn0266901,1,0,0,2,0,0,0
FBgn0262455,0,0,0,0,0,0,0
FBgn0266900,0,0,1,0,0,0,0
FBgn0266899,1,0,0,2,0,0,0
FBgn0054007,0,0,0,1,0,0,0
FBgn0267266,1,0,0,0,0,0,0
FBgn0265256,0,0,0,0,0,0,0
FBgn0267271,0,0,0,0,0,0,0
FBgn0266886,0,0,0,0,0,0,0
FBgn0263533,0,0,0,0,0,0,0
FBgn0266214,2,0,0,0,0,0,0
FBgn0051677,0,0,0,0,0,0,0
FBgn0263583,0,0,0,0,0,1,0
FBgn0032867,0,0,0,0,0,0,0
FBgn0262445,0,0,0,0,1,0,0
FBgn0262425,0,0,0,0,0,0,0
FBgn0032868,0,1,0,0,0,0,0
FBgn0262688,2,1,1,2,1,2,0
FBgn0051680,1,0,2,2,0,0,2
FBgn0261058,3,0,0,3,2,2,5
FBgn0032869,99,77,78,95,77,104,96
FBgn0016054,661,421,416,582,391,491,405
FBgn0032870,972,665,622,953,683,798,641
FBgn0259936,442,171,156,539,153,138,280
FBgn0082938,0,0,0,0,0,0,0
FBgn0082937,1,0,1,2,0,1,0
FBgn0082936,0,0,0,0,0,0,0
FBgn0042133,112,61,95,130,63,79,132
FBgn0032871,296,169,196,319,234,323,191
FBgn0261787,4071,2692,2450,3520,2618,3015,2344
FBgn0032873,1011,724,870,1229,798,875,859
FBgn0051678,6765,4640,3898,5853,4443,5432,3930
FBgn0266356,32,22,10,35,10,15,41
FBgn0086657,1030,554,668,941,667,850,589
FBgn0032876,1181,714,632,1214,747,945,637
FBgn0032877,234,146,184,279,216,290,189
FBgn0014859,30,6,20,32,4,12,9
FBgn0265076,1,0,2,3,3,0,0
FBgn0265077,0,1,0,2,1,0,0
FBgn0266844,0,0,0,0,0,0,0
FBgn0032878,3,2,1,1,0,0,0
FBgn0032879,40,21,16,34,24,42,16
FBgn0032880,6525,4674,4709,7757,4950,5584,5074
FBgn0262743,7234,4708,3771,8541,4748,5140,5440
FBgn0032881,364,208,235,524,316,433,170
FBgn0032882,1504,907,873,1324,1084,1406,731
FBgn0032883,1583,934,951,1264,908,1051,946
FBgn0011202,3206,2201,1982,3066,2123,2485,1643
FBgn0000251,7,4,2,7,2,5,0
FBgn0032884,2075,1189,1436,1947,1675,1898,1345
FBgn0250785,2010,1535,1554,2665,2148,2766,1482
FBgn0264995,1,0,0,0,0,0,0
FBgn0032886,4766,2522,2176,3789,1919,2292,2559
FBgn0053322,1,0,0,4,0,0,0
FBgn0067311,3,0,0,0,0,0,0
FBgn0067312,4,4,0,7,4,2,2
