Symbol	GSM6160812	GSM6160813	GSM6160814	GSM6160821	GSM6160822	GSM6160823
IGFBP4	60514	63787	65126	89921	88911	83146
LOC107985064	233	262	237	388	333	392
TNS4	9837	9657	9139	30068	29549	27827
LOC105371773	23	36	33	55	62	47
LOC101059954	87	70	77	130	143	145
LOC107985090	10	10	22	43	23	40
CCR7	96	114	115	167	187	132
SMARCE1	7214	6921	6965	6750	6603	6773
KRT222	187	202	181	132	140	198
LOC105371775	0	0	0	0	0	0
KRT24	0	0	0	0	0	0
KRT25	0	0	0	0	0	0
KRT26	0	0	0	0	0	0
KRT27	4	6	0	6	0	2
KRT28	0	0	2	0	0	0
LOC105371776	0	0	1	0	0	2
KRT10	1162	1227	1223	963	834	795
KRT10-AS1	705	618	723	471	429	442
LOC105371777	12	13	12	6	4	4
KRT12	17	11	12	3	6	3
KRT20	153	181	149	11	15	22
KRT23	13	10	11	5	0	3
LOC107985072	4	10	2	2	2	3
KRT39	0	0	0	0	0	0
KRT40	5	12	4	4	0	1
KRTAP3-3	0	0	0	0	0	0
KRTAP3-2	0	0	0	0	0	0
KRTAP3-1	3	6	8	0	2	2
KRTAP1-5	4	4	0	0	0	0
KRTAP1-4	0	0	0	0	0	0
KRTAP1-3	0	0	0	0	0	0
KRTAP1-1	0	0	0	0	0	0
KRTAP2-1	0	0	0	0	0	0
KRTAP2-2	0	0	0	0	0	0
KRTAP2-3	0	2	0	3	3	2
KRTAP2-4	0	0	0	0	1	0
KRTAP4-7	0	0	0	0	0	0
KRTAP4-8	0	0	0	0	0	0
KRTAP4-9	0	0	0	0	0	0
KRTAP4-11	0	0	0	0	0	0
KRTAP4-12	0	0	0	0	0	0
KRTAP4-6	0	0	0	0	0	0
KRTAP4-5	0	0	0	0	0	0
KRTAP4-4	0	0	2	0	0	0
KRTAP4-3	0	0	0	0	0	0
KRTAP4-2	0	0	0	0	0	0
KRTAP4-1	23	34	44	11	11	13
KRTAP9-1	0	0	0	1	0	0
KRTAP9-2	0	0	0	0	0	0
KRTAP9-3	0	0	0	0	0	0
KRTAP9-8	0	0	0	0	0	0
KRTAP9-4	0	0	0	0	0	0
KRTAP9-9	0	0	0	0	0	0
KRTAP9-6	0	0	0	0	0	0
KRTAP9-7	0	0	0	0	0	0
KRTAP29-1	0	0	0	0	0	0
KRTAP16-1	0	0	0	0	0	0
KRTAP17-1	0	0	0	0	0	0
KRT33A	0	0	0	0	0	0
LOC105371778	0	0	0	0	0	0
KRT33B	0	0	0	0	0	0
KRT34	5	4	6	9	9	4
KRT31	0	0	0	0	0	0
LOC100505782	0	0	0	0	0	0
KRT37	0	0	0	0	0	0
KRT38	0	0	0	0	0	0
KRT32	0	0	2	0	0	3
KRT35	0	0	0	0	0	0
KRT36	0	0	0	0	0	0
KRT13	0	3	0	2	3	0
KRT15	160	132	117	73	101	60
MIR6510	9	6	6	2	5	2
KRT19	6584	6984	7022	3945	3835	3600
LINC00974	0	0	0	0	0	0
KRT9	0	2	0	0	0	0
KRT14	22	15	7	49	30	29
KRT16	52	61	41	171	216	191
KRT17	100	86	99	280	316	284
KRT42P	0	0	0	1	0	0
EIF1	22446	23434	24396	23293	24733	24732
GAST	6	0	0	2	2	0
HAP1	201	233	179	284	253	256
JUP	19166	20180	20342	29113	28561	26429
P3H4	2609	2816	2647	2141	2278	2199
FKBP10	6223	6605	6302	7256	7287	6907
NT5C3B	3298	3462	3653	2943	3162	3104
KLHL10	8	8	17	9	10	12
KLHL11	549	590	654	518	541	474
ACLY	45838	45236	43149	66595	67683	67959
ODAD4	92	94	110	83	100	88
CNP	5142	5254	5313	4786	4838	4735
DNAJC7	4550	4438	4502	4049	4107	4129
NKIRAS2	3000	3048	3023	3211	3211	2981
ZNF385C	40	58	40	31	40	41
C17orf113	163	142	134	71	69	79
DHX58	103	115	117	144	115	100
KAT2A	4026	4125	3926	3669	3741	3459
HSPB9	0	0	7	6	2	2
RAB5C	10779	11074	11804	13479	13147	12533
RAB5C-AS1	10	9	5	6	8	18
KCNH4	13	16	30	30	23	18
HCRT	0	0	0	0	1	0
GHDC	1731	1696	1574	1404	1535	1335
STAT5B	2523	2354	2388	2744	2866	2883
STAT5A	418	432	427	698	735	621
STAT3	9031	9294	8580	8821	8970	8830
CAVIN1	9776	9910	9781	14132	13710	13318
LOC102725238	190	183	174	268	255	240
ATP6V0A1	4611	4715	4533	3938	4113	4187
MIR548AT	0	0	0	0	0	0
MIR5010	83	85	77	79	83	63
NAGLU	3390	3501	3298	3087	3167	2687
HSD17B1-AS1	664	577	671	669	662	613
HSD17B1	378	367	386	410	436	372
COASY	6946	6947	7177	5780	5689	5111
MLX	2984	3072	3250	3302	3309	3274
PSMC3IP	811	838	796	729	688	759
RETREG3	2449	2415	2314	2331	2416	2552
TUBG1	5799	6299	6684	5681	5691	5374
TUBG2	1445	1515	1564	1382	1423	1290
PLEKHH3	858	938	952	586	627	504
CCR10	16	12	10	9	10	5
CNTNAP1	796	736	778	529	546	491
EZH1	984	1076	992	897	927	896
MIR6780A	0	0	0	0	0	0
RAMP2-AS1	8	13	4	6	7	11
RAMP2	21	17	15	12	37	31
VPS25	3031	3322	3239	3201	2936	2972
WNK4	184	162	175	149	157	170
COA3	2920	2981	3100	2485	2545	2611
CNTD1	917	962	978	912	950	946
BECN1	3381	3211	3309	3305	3276	3115
MIR6781	1	3	2	3	4	4
LOC107985007	9	4	7	7	6	4
PSME3	13147	12846	13347	12407	12481	12583
AOC2	95	109	108	85	60	64
AOC3	66	64	54	36	34	35
AOC4P	1	0	2	1	2	1
LINC00671	0	0	0	0	0	0
G6PC1	0	1	0	0	0	0
PTGES3L-AARSD1	618	622	653	562	523	559
AARSD1	601	617	643	549	514	553
PTGES3L	36	29	37	31	21	21
RUNDC1	2003	1892	1917	1836	1931	1817
RPL27	14688	15410	15480	14977	12835	13545
IFI35	1066	1091	1115	1072	1058	1051
VAT1	8686	8725	8721	9342	9403	9078
RND2	23	31	19	22	15	22
BRCA1	5153	4702	4279	3482	3667	3557
NBR2	224	172	203	193	139	226
LOC101929767	143	115	107	91	107	104
NBR1	8019	7414	7023	6296	6375	6332
TMEM106A	86	84	65	86	65	93
CCDC200	4	4	5	1	0	3
RNU2-1	2	2	4	1	4	2
LOC105371785	26	17	18	8	18	10
LINC00910	130	112	137	108	104	123
ARL4D	455	567	650	881	892	734
MIR2117HG	1	0	0	15	14	35
MIR2117	0	0	0	3	3	8
DHX8	4045	4128	3902	4222	4249	4293
ETV4	3122	3315	3325	2743	2555	2558
MEOX1	0	0	0	0	0	0
LINC02594	2	0	0	0	0	0
LOC107985085	1	0	0	0	0	0
SOST	4	0	2	0	1	8
DUSP3	5728	5589	5295	5537	5522	5399
CFAP97D1	10	2	6	0	8	0
MPP3	720	746	808	463	504	473
LOC107984979	20	17	14	5	5	18
CD300LG	1	0	0	0	0	0
LOC107985077	0	0	0	0	0	0
MPP2	373	367	369	207	198	227
LOC105371787	0	0	0	0	0	0
FAM215A	0	0	0	0	0	0
LOC107985086	2	0	0	0	0	0
LOC102724183	0	0	0	0	0	0
LINC01976	4	6	11	11	4	2
PPY	3	0	0	0	0	0
PYY	0	0	0	0	0	0
NAGS	38	26	30	67	55	44
TMEM101	1172	1323	1360	1103	1121	1069
LSM12	2575	2552	2724	2369	2348	2344
G6PC3	5251	5500	5630	5751	5713	5335
HDAC5	605	593	639	1543	1380	1309
LOC105371789	1	0	0	0	0	0
HROB	483	522	552	450	405	422
ASB16	149	162	130	101	109	93
ASB16-AS1	377	380	404	293	376	256
TMUB2	1990	2053	2062	1838	1924	1734
ATXN7L3	3527	3615	3526	4418	4614	4357
ATXN7L3-AS1	115	116	123	120	114	123
UBTF	4515	4741	4749	6023	6279	6088
MIR6782	1	0	2	1	2	1
SLC4A1	0	2	0	1	2	3
LOC105371790	1	0	0	0	0	0
RUNDC3A-AS1	45	53	58	39	58	40
RUNDC3A	28	27	33	32	22	37
SLC25A39	6954	7335	7761	7210	6957	6629
GRN	10433	11127	11245	12276	12217	10463
FAM171A2	206	202	201	271	272	257
ITGA2B	76	67	64	52	50	43
GPATCH8	3027	2860	2681	2903	2895	2979
LOC105371791	0	0	0	0	0	0
FZD2	2734	3169	3201	2432	2646	2300
LINC01180	0	0	0	0	0	0
MEIOC	703	774	715	368	406	442
CCDC43	1818	1788	2018	1578	1763	1701
LOC105371792	135	144	142	113	116	122
DBF4B	1213	1178	1174	1108	1055	953
LOC107985044	40	44	39	46	40	33
ADAM11	151	180	148	116	133	110
GJC1	1018	953	983	1212	1223	1296
HIGD1B	19	57	32	25	29	25
EFTUD2	9661	9611	9837	8722	9261	9167
CCDC103	448	429	499	388	367	355
GFAP	190	190	228	190	153	176
FAM187A	51	44	68	39	35	41
LOC105371793	33	14	16	20	18	27
KIF18B	1711	1543	1538	1749	1802	1771
MIR6783	3	6	3	3	0	2
C1QL1	632	697	589	989	948	726
LOC107987243	4	7	7	2	5	0
DCAKD	1021	1027	1139	808	855	763
NMT1	6988	7136	7304	6883	7018	6766
PLCD3	8443	8871	8790	7154	7604	6978
MIR6784	19	16	29	19	14	16
ACBD4	913	1041	1105	685	625	590
HEXIM1	8994	9032	9353	5478	5339	5287
HEXIM2	554	586	582	373	412	363
HEXIM2-AS1	9	10	8	7	9	9
LOC105371795	542	571	597	345	366	350
FMNL1-DT	126	110	129	82	93	83
FMNL1	3323	3586	3322	3091	3389	2837
FMNL1-AS1	333	369	299	275	337	257
MAP3K14-AS1	256	252	255	250	271	248
SPATA32	30	32	30	24	31	41
MAP3K14	1530	1574	1558	2183	2333	2156
LOC105371796	2	3	2	2	4	4
ARHGAP27	1416	1410	1313	1062	1071	1036
PLEKHM1	1698	1640	1547	1462	1340	1287
MIR4315-1	44	36	31	27	25	26
LOC105369225	91	73	67	53	51	49
LRRC37A4P	1563	1463	1228	949	1014	1041
LOC105376839	5	6	4	2	8	1
MAPK8IP1P2	12	13	14	19	20	22
LINC02210	571	503	488	402	411	434
LINC02210-CRHR1	75	61	62	81	78	70
LOC105371802	0	0	0	0	0	0
LOC107985028	0	0	0	0	0	0
CRHR1	2	0	0	20	20	12
MAPT-AS1	0	0	0	0	0	0
SPPL2C	0	0	0	0	0	0
MAPT	127	113	121	116	81	136
MAPT-IT1	0	0	0	0	0	2
LOC105371800	0	0	0	0	0	0
STH	0	0	0	0	0	0
KANSL1	2100	2051	1913	1852	2081	1816
LOC107985027	0	0	2	0	6	2
KANSL1-AS1	85	69	80	86	76	82
ARL17B	174	182	183	131	131	130
LRRC37A	258	240	252	137	193	188
LOC107987254	49	35	50	23	18	23
NSFP1	359	292	302	255	228	252
ARL17A	601	571	560	347	398	379
LRRC37A2	501	508	472	273	359	351
FAM215B	41	30	37	21	19	23
NSF	3640	3534	3644	2663	2539	2664
WNT3	822	772	740	1183	1136	1191
LOC101929777	0	0	0	0	1	0
WNT9B	10	4	2	26	25	18
LINC01974	0	0	1	0	0	0
LOC112268191	2	0	2	0	0	0
GOSR2	2190	2167	2134	2424	2590	2518
MIR5089	0	0	0	0	0	0
RPRML	0	6	2	0	0	0
LOC101927060	439	361	332	374	338	353
CDC27	8148	7284	7139	7373	7707	7840
MYL4	1	0	0	0	2	2
ITGB3	195	171	133	597	627	626
LOC107985029	2	0	0	0	0	0
EFCAB13-DT	15	12	3	10	23	19
EFCAB13	137	161	165	132	107	119
MRPL45P2	227	278	281	216	256	278
NPEPPS	5392	5319	5152	4152	4355	4595
KPNB1-DT	1390	1406	1373	1075	1229	1146
KPNB1	29025	28208	27609	25527	27403	27776
TBKBP1	319	283	340	385	429	447
TBX21	0	0	0	0	2	0
OSBPL7	753	802	775	853	923	790
MRPL10	2807	2905	2952	2926	2886	2826
LRRC46	160	142	138	116	146	117
SCRN2	1227	1332	1314	1218	1217	1062
SP6	75	66	91	173	172	153
SP2-DT	42	26	30	53	55	44
SP2	1281	1309	1199	1630	1828	1624
SP2-AS1	106	110	78	71	73	69
PNPO	3885	3915	4098	4262	4093	3909
PRR15L	140	133	124	32	25	18
CDK5RAP3	3973	4288	3936	3654	3616	3726
COPZ2	406	423	415	397	388	418
MIR10226	1	1	2	3	2	4
MIR152	0	0	0	0	0	0
NFE2L1	10851	10938	10668	9806	10271	10367
CBX1	4266	3938	4285	3565	3566	3739
SNX11	1026	1081	1001	1047	1109	1120
SKAP1	7	0	0	2	4	3
MIR1203	0	0	0	0	0	0
SKAP1-AS2	8	1	2	0	1	0
LOC101927166	0	0	1	0	0	0
LOC105371808	0	0	0	0	0	0
HOXB1	0	0	0	0	0	1
HOXB2	41	45	45	36	39	41
HOXB-AS1	73	67	56	45	48	61
HOXB3	477	516	482	318	364	367
HOXB4	13	9	8	15	29	3
MIR10A	0	0	0	0	0	1
HOXB-AS3	199	192	153	142	167	169
HOXB5	230	266	265	143	173	137
HOXB6	447	409	402	286	328	287
HOXB7	1296	1320	1529	1238	1267	1169
HOXB8	404	414	416	436	429	411
HOXB9	472	380	438	689	883	776
MIR196A1	12	11	8	11	4	10
LOC101060400	547	492	514	444	457	431
LINC02086	298	306	294	2806	2826	2857
PRAC2	3	0	2	0	1	1
PRAC1	0	0	0	0	0	0
MIR3185	0	0	0	0	0	1
HOXB13	378	357	411	135	141	135
LOC105371811	2	0	0	0	0	0
LOC105371812	0	0	0	2	0	0
TTLL6	112	114	113	41	33	52
LOC105371813	0	0	0	0	0	0
CALCOCO2	4272	4406	4561	3578	3810	3702
LOC105371814	207	238	227	175	154	140
ATP5MC1	4874	5223	5354	5443	5251	4926
UBE2Z	7507	7658	7629	8138	8120	8261
SNF8	4431	4474	4741	4534	4468	4644
GIP	127	183	130	125	135	137
IGF2BP1	6717	6308	6134	7448	7538	7560
B4GALNT2	42	31	39	79	58	55
TRQ-TTG1-1	0	0	0	2	0	0
GNGT2	0	2	0	4	2	5
ABI3	1	0	0	0	0	0
PHOSPHO1	11	21	24	17	23	22
LOC105371816	3	3	1	3	6	1
FLJ40194	1	0	0	0	1	0
MIR6129	0	0	0	0	0	0
ZNF652	967	985	935	961	919	911
ZNF652-AS1	5	9	9	5	2	4
PHB1	10102	10773	11453	10360	10541	10523
LINC02075	0	0	0	0	0	0
NGFR	32	16	21	14	28	26
NGFR-AS1	0	2	1	0	2	2
MIR6165	0	0	0	0	2	0
NXPH3	6	6	4	11	12	7
SPOP	1986	2217	2228	1761	1750	1681
LOC107984999	6	2	3	2	1	0
SLC35B1	2902	3225	3025	2799	2878	2875
FAM117A	112	115	93	62	52	59
KAT7	3705	3728	3499	2909	3151	2919
TAC4	9	5	9	10	4	6
FLJ45513	55	75	123	88	73	79
DLX4	87	115	153	184	183	156
DLX3	0	8	2	8	25	12
PICART1	44	35	54	92	68	85
ITGA3	22025	23023	22029	24885	25201	23370
PDK2	1143	1246	1203	883	963	833
SAMD14	384	387	395	340	318	309
PPP1R9B	3391	3534	3610	5144	5293	5059
LOC105371818	0	6	3	2	10	4
SGCA	27	12	13	182	167	104
H1-9P	2	2	4	24	29	24
COL1A1	543	557	551	5961	5875	5392
LINC01969	2	0	0	3	4	4
LOC105371819	3	1	2	2	5	10
LOC105371822	38	23	24	173	228	205
TMEM92	2320	2583	2460	4309	4015	4200
TMEM92-AS1	106	66	89	203	159	208
XYLT2	1896	1927	2006	1616	1625	1491
MRPL27	1463	1491	1629	1280	1278	1331
EME1	1358	1524	1469	1059	1190	1144
LRRC59	13290	13073	13065	13134	14063	14003
ACSF2	497	519	589	554	517	486
CHAD	26	9	10	36	24	30
RSAD1	2402	2654	2560	1797	1773	1633
MYCBPAP	80	101	96	62	61	63
EPN3	85	73	73	75	70	40
LOC105371824	25	21	14	14	15	15
SPATA20	5254	5531	5244	5318	5432	5107
CACNA1G-AS1	12	10	7	11	11	3
CACNA1G	1012	1016	965	897	943	954
LOC101927253	13	12	13	15	7	13
ABCC3	29963	30459	29247	24967	25356	23692
ANKRD40	3305	3240	3373	4040	3973	3972
LUC7L3	6169	6100	6189	4926	5398	5389
ANKRD40CL	6	2	2	0	1	6
MIR8059	0	0	0	0	0	0
WFIKKN2	0	0	0	0	0	0
TOB1	7090	7554	7662	2278	2442	2373
TOB1-AS1	41	21	23	13	19	24
LOC105371825	0	1	6	0	0	0
SPAG9	7358	6645	6344	7512	7840	7907
NME1-NME2	14823	14986	15723	14907	14279	14559
NME1	5987	6131	6415	5648	5787	5665
NME2	11539	11708	12295	11781	11045	11302
MBTD1	867	840	754	677	699	734
UTP18	2643	2701	2576	2576	2789	2601
LINC02071	0	0	0	0	0	0
LINC02072	0	0	0	0	0	0
LINC02073	4	17	4	5	7	11
CA10	0	0	0	0	0	0
LOC105371829	0	0	0	0	0	0
LINC01982	0	0	0	0	0	0
LINC02089	0	0	0	0	0	0
LOC107984983	0	0	0	0	0	0
LINC02876	0	0	0	0	0	0
LOC107984982	0	0	0	0	0	0
KIF2B	0	0	0	0	0	0
LOC107985001	0	0	0	0	0	0
TOM1L1	2490	2440	2306	1878	1894	1942
COX11	4441	4565	4318	3573	3986	3905
STXBP4	1338	1256	1192	886	938	936
LOC107985002	9	12	19	0	8	10
HLF	171	164	144	20	26	43
MMD	3154	3041	2871	2802	3019	2924
SMIM36	0	0	0	0	0	0
LOC105371833	0	0	0	0	0	0
LOC102724732	0	0	0	0	0	0
LOC101927389	0	0	0	2	0	0
TMEM100	4	2	2	41	18	24
PCTP	983	927	926	1117	1149	1145
ANKFN1	7	8	7	2	11	2
LOC112268194	0	0	0	0	0	0
NOG	10	5	6	77	71	78
C17orf67	160	168	177	135	129	137
DGKE	648	598	565	587	598	649
MTVR2	2	6	0	2	0	1
TRIM25	4837	4324	4146	3746	3701	3674
MIR3614	134	125	105	103	93	105
COIL	1499	1501	1362	1135	1237	1227
LOC105371836	1	4	3	4	2	5
SCPEP1	1864	1801	1778	1391	1537	1630
RNF126P1	0	0	0	0	0	0
AKAP1	4526	4495	4336	3705	3754	3555
LOC101927510	11	27	25	19	15	18
MSI2	3848	3880	3852	3207	3290	3164
LOC101927557	0	0	0	0	0	0
LOC107984993	5	3	3	4	2	0
LOC101927539	2	0	0	0	0	0
CCDC182	0	0	0	0	0	0
MRPS23	3054	3085	2967	2735	2755	2884
CUEDC1	3977	4111	4094	4231	4274	3994
LOC107985065	3	2	1	4	6	0
VEZF1	4847	4861	4488	4849	4818	5042
LOC101929185	1141	1263	1194	482	527	533
SRSF1	13812	13802	14097	13205	13846	14451
LOC105371840	0	0	0	0	0	0
DYNLL2-DT	0	0	0	0	0	0
DYNLL2	4313	4191	4129	3530	3422	3784
OR4D1	0	0	0	0	0	0
MSX2P1	4	3	4	2	0	4
OR4D2	0	0	0	0	0	0
EPX	6	3	4	2	3	0
MKS1	556	573	563	400	453	429
LOC105371841	3	0	2	0	2	0
LPO	0	0	0	0	0	0
MPO	0	2	0	0	0	0
TSPOAP1	17	13	12	4	2	4
TSPOAP1-AS1	1233	1196	1295	1033	1038	958
MIR142	0	0	0	0	1	0
MIR4736	0	0	0	0	0	0
SUPT4H1	4108	4260	4542	3698	3741	3550
RNF43	3677	3624	3422	946	988	984
HSF5	0	0	0	0	0	0
MTMR4	2128	2023	2004	1412	1309	1387
SEPTIN4-AS1	12	8	10	7	5	14
SEPTIN4	120	107	82	103	124	106
TEX14	7	9	5	6	5	5
LOC107985048	1	0	0	0	0	0
LOC105371842	0	0	0	0	0	0
RAD51C	2200	2314	2399	1494	1683	1626
LOC105371843	0	5	2	0	0	1
PPM1E	45	32	46	24	21	10
TRIM37	2724	2519	2622	2000	2218	2193
SKA2	3958	4122	3985	3808	3792	3848
MIR454	0	0	0	0	0	1
MIR301A	0	0	0	0	0	0
PRR11	5057	4945	4941	4995	5000	5311
SMG8	1731	1781	1697	1671	1811	1838
GDPD1	101	132	124	121	104	115
YPEL2	593	610	493	1849	1638	1826
MIR4729	0	0	0	0	0	0
LINC01476	0	0	0	0	0	0
LOC105371845	0	0	0	0	0	0
LOC105371847	0	0	0	0	0	0
DHX40	4638	4241	4204	3853	4150	4310
CLTC	39586	36590	33806	34794	37251	38756
PTRH2	2059	2018	2136	1617	1703	1655
VMP1	15563	16174	16105	18529	19078	19389
MIR21	11	8	6	16	17	11
TUBD1	449	542	563	470	511	532
RPS6KB1	3724	3372	3414	3072	3429	3413
RNFT1	760	673	797	735	690	780
TBC1D3P1-DHX40P1	369	376	354	370	389	386
RNFT1-DT	85	100	106	104	101	110
LOC105371848	0	0	0	0	0	0
HEATR6	2004	1973	1931	1662	1741	1919
MIR4737	19	21	27	12	21	20
HEATR6-DT	28	38	39	29	18	24
WFDC21P	53	75	56	41	35	33
LOC653653	54	52	56	89	65	72
LOC100996660	52	45	56	31	24	19
CA4	407	382	392	270	297	306
USP32	3808	3550	3276	2874	2996	2975
SCARNA20	8	4	1	2	0	0
LOC105371850	0	0	0	0	0	0
CHCT1	8	4	2	5	8	6
APPBP2	2566	2428	2340	2056	2232	2513
LINC01999	0	0	0	0	0	0
PPM1D	996	963	1002	1109	1174	1161
BCAS3	1415	1501	1486	1150	1061	1237
LOC107984992	2	2	2	0	2	2
LOC101927855	1	0	0	0	1	0
TBX2-AS1	77	96	85	107	103	111
TBX2	277	324	293	682	647	596
LINC02875	6	16	10	10	18	10
TBX4	23	19	14	13	12	8
NACA2	0	4	2	2	3	2
BRIP1	1226	1300	1219	1274	1253	1448
INTS2	1842	1718	1649	1854	1891	2117
MED13	4998	4315	4219	6117	6416	6578
TBC1D3P2	2	1	1	1	3	2
LOC105371853	0	0	0	0	0	0
LOC105371936	0	0	0	0	0	0
EFCAB3	0	0	0	0	0	0
LOC105371854	0	0	0	0	0	0
METTL2A	1354	1319	1303	899	955	959
LOC112268200	0	0	0	0	1	0
LOC112268201	10	6	15	21	22	33
TLK2	2079	1950	1966	2295	2520	2458
LOC112268202	9	17	15	23	31	15
LOC107985020	60	53	71	153	141	111
MRC2	2332	2294	2170	4563	4715	4373
MARCHF10	31	24	14	39	38	47
LOC105371855	6	2	2	8	4	1
MARCHF10-DT	0	0	0	0	0	0
MIR633	0	0	0	0	0	0
TANC2	2964	2585	2438	8838	8606	9303
LOC105371857	0	0	0	2	0	0
LOC105371856	9	9	7	40	38	37
LOC107983996	8	10	6	35	37	35
CYB561	2328	2194	2281	2201	2270	2118
ACE	32	34	28	54	32	42
KCNH6	0	1	0	3	1	0
DCAF7	7892	7539	7330	7421	7452	7508
TACO1	2201	2390	2340	2283	2375	2297
MAP3K3	1395	1418	1387	1633	1642	1661
LOC107984984	6	3	5	2	5	12
LOC101927898	3	5	5	1	3	0
LIMD2	319	287	316	613	612	524
LOC729683	12	17	21	45	60	47
STRADA	1447	1351	1507	1099	1130	999
CCDC47	8437	8338	7847	7482	8282	7866
DDX42	8024	7777	7668	7158	7811	7792
FTSJ3	4449	4217	4219	3968	3784	3747
PSMC5	5728	6124	6214	5616	5762	5732
LOC107984986	58	57	50	27	36	36
SMARCD2	3748	3816	3970	3146	3337	3142
TCAM1P	10	6	4	6	6	6
CSH2	0	2	0	0	0	0
GH2	0	0	0	0	0	0
LOC107987248	2	2	0	1	4	0
CSH1	0	1	0	0	0	0
CSHL1	0	0	0	0	0	0
LOC112268204	0	0	0	0	0	0
GH1	0	0	0	0	0	0
CD79B	4	0	0	0	2	0
SCN4A	10	6	8	1	0	0
LOC105371858	1	0	0	1	0	0
PRR29-AS1	0	3	4	5	2	3
PRR29	34	34	47	32	33	34
ICAM2	13	10	12	17	13	9
ERN1	1174	1209	1104	844	907	806
SNHG25	45	46	48	35	21	31
SNORD104	89	79	85	64	47	46
SNORA50C	41	42	30	35	34	42
TEX2	2117	2082	2079	1773	1846	1807
PECAM1	6	7	0	13	4	7
MILR1	114	111	101	121	151	135
POLG2	344	352	316	312	286	247
DDX5	22835	23702	22193	24404	25967	26991
MIR3064	237	275	224	245	257	221
MIR5047	461	413	355	386	423	357
CEP95	1328	1206	1255	1223	1305	1262
SMURF2	1427	1534	1496	3574	3581	3715
ARHGAP27P1-BPTFP1-KPNA2P3	474	525	513	322	426	430
LOC101929240	153	191	153	84	104	104
ARHGAP27P1	148	162	139	130	91	121
MIR6080	3	4	3	4	1	4
PLEKHM1P1	321	286	249	255	244	218
MIR4315-2	13	8	11	8	7	11
LOC105376844	31	19	20	17	13	19
LOC105371860	3	5	2	2	0	1
LRRC37A3	350	370	338	265	268	257
LOC107985000	41	46	14	5	19	10
AMZ2P1	396	491	421	387	391	364
GNA13	6451	5841	5649	7413	7994	8206
LOC105371864	4	2	4	1	8	8
LOC100507002	174	171	217	222	221	234
RGS9	43	24	35	65	66	86
LINC02563	0	0	0	0	0	0
AXIN2	844	775	779	537	609	639
CEP112	830	750	769	579	647	612
LOC105371867	0	0	3	0	0	6
APOH	854	765	906	545	585	620
PRKCA	9302	8532	7933	9775	10081	10117
PRKCA-AS1	0	0	0	0	0	0
MIR634	0	0	0	0	0	0
CACNG5	4	0	6	2	4	4
CACNG4	464	451	392	685	701	732
CACNG1	2	0	0	6	5	0
HELZ	1516	1464	1472	1313	1465	1298
HELZ-AS1	2	3	4	3	4	4
PSMD12	5254	5126	4891	5075	5054	5232
PITPNC1	365	391	404	601	646	598
MIR548AA2	0	0	0	1	0	0
MIR548D2	0	0	0	1	0	0
LOC101928045	19	39	29	41	54	35
NOL11	3968	4192	3988	3384	3625	3717
SNORA38B	0	1	0	1	0	0
BPTF	5788	4999	5148	5091	5225	5448
C17orf58	777	820	919	705	642	603
TRR-CCG2-1	0	0	0	0	0	0
KPNA2	24348	24182	24780	21385	22797	22114
LINC00674	3775	3567	3365	3368	3361	3338
LOC105371871	5	1	11	13	2	6
LOC105371870	0	7	2	10	3	5
ARHGAP27P2	0	0	2	2	0	0
AMZ2	5209	4916	5414	4576	4633	4761
ARSG	566	544	485	548	622	607
SLC16A6	292	343	301	396	376	415
PRKAR1A	9603	9029	8491	9594	9608	9808
WIPI1	636	637	632	819	764	755
MIR635	8	14	7	10	18	20
FAM20A	4772	4687	4392	4592	4716	4676
LOC105371873	1	0	0	0	0	0
LINC01482	0	0	0	0	0	0
LOC105371877	0	0	0	0	0	0
LOC105371874	3	1	1	1	1	1
ABCA8	131	74	102	48	45	53
ABCA9	4	12	2	0	8	2
ABCA9-AS1	0	1	0	0	0	0
ABCA6	6	4	10	2	0	0
MIR4524B	0	0	0	0	0	0
MIR4524A	0	0	0	0	0	0
ABCA10	42	47	68	31	36	33
PRO1804	0	0	2	0	4	0
ABCA5	720	639	646	545	627	616
LOC105371878	0	1	0	0	2	2
LOC105371879	0	0	1	0	0	0
MAP2K6	3609	3336	3178	2087	2158	2309
LOC105371880	3	2	0	1	0	2
LOC107985073	0	0	0	0	0	0
LINC01483	5	3	1	8	0	4
LINC01497	1	2	0	0	2	4
LOC105371881	0	0	0	0	0	0
LOC112267896	0	0	0	0	0	0
LINC01028	0	0	0	2	0	0
KCNJ16	467	464	422	1141	1077	1199
LOC105371882	0	0	0	0	0	0
KCNJ2-AS1	50	60	63	45	39	28
KCNJ2	433	417	331	115	124	110
LOC105371884	0	0	0	0	0	0
CASC17	0	0	0	0	0	1
LOC107985015	0	0	0	0	0	0
ROCR	1	6	1	0	0	0
LINC01152	61	56	43	36	53	44
LOC102723517	0	0	0	0	0	0
SOX9-AS1	3	10	4	4	7	0
LINC02097	0	0	1	0	1	0
LOC107987249	0	1	3	0	1	0
SOX9	1545	1742	1650	1078	1009	916
LINC02003	0	0	0	0	4	0
LINC00673	1142	1164	1103	968	1160	988
LINC00511	57	45	48	49	56	62
LOC107985006	3	3	1	1	0	3
LOC107985005	8	2	13	2	7	9
LOC105371887	248	265	284	240	253	274
SLC39A11	1123	1211	1141	1011	1066	1151
SSTR2	14	25	15	27	33	18
COG1	1666	1711	1670	1207	1386	1227
FAM104A	2203	2329	2240	1862	2039	1988
